Serial_Number,SourceLib,HMDB_Number,Compound,name_short,Derivatized_compound_name,Parent_Mass_of_derivatized_compound,RT,RI,MZ,Intensity,Intercept,Slope,,
48,Organic Acid,,phenylacetic  acid,,,,16.072,1313.26,40.1 41.1 42.1 43.1 44.1 45.1 46.1 47.1 48 49 50.1 51.1 52.1 53 54 55 56.1 57.1 58.1 59.1 60.1 61.1 62.1 63.1 64.1 65.1 66.1 67 68 69 70.1 71.1 72.1 73.1 74.1 75.1 76.1 77.1 78 79.1 80 81 82.1 82.8 84 85 86.1 87.1 88.1 89.1 90.1 91.1 92.1 93 94.1 95 96.6 99.1 99.9 100.3 101 102 103.1 104.1 105.1 106.1 107 108 109 111 112.1 113.1 114.1 115.1 116.1 117.1 118.1 119.1 120 121.1 122.1 123.1 124 125 128.1 129.1 130.1 131.1 132.1 133.1 134.1 135.1 136.1 137.1 138.1 139.1 140.1 143 144.1 145 146.1 147.1 148.1 149.1 150.1 151.1 152.1 153 159 161.1 163.2 164.1 165.1 166.1 167.1 168.2 169.9 173.1 173.9 175.1 176.1 177.1 178.1 179.1 180 186.1 188.1 189.1 191.2 192.2 193.1 194.1 195.1 196.1 197.1 201.1 205.1 207.2 208.1 209.1 210.1 211.1 229.2 280.2 281.1 282.1 283.1,3051 9705 3503 35344 20984 121376 8163 45768 2186 1935 5328 15948 4326 3511 805 5794 2388 8577 31128 21832 10119 53768 9885 31664 9783 137344 8276 1904 1450 1673 4760 5500 36424 2662400 254528 819200 58416 38464 3671 3037 351 1316 4355 1523 516 1935 1502 3223 2807 75560 64560 346816 27928 3857 459 1474 59680 432 208 215 2841 1357 4929 2285 9102 1272 3099 676 812 409 157 172 162 3331 6974 99264 40168 13776 2401 24912 3230 2858 375 151 269 1420 600 6589 2354 9697 3917 15863 2718 129752 16440 5165 338 547 292 3062 1364 7899 12046 27176 8771 2843 531 169 577 1293 4142 899648 244864 56568 7884 522 160 164 411 652 155 5701 1096 1354 253 158 279 331 654 7102 681152 111736 32992 3359 244 431 191 1696 49096 8627 2466 315 167 275 1112 358 158 ,-0.02812,1.58861,0.9731,0.9664
20,Serum,HMDB00159,Phenylalanine,PHE,Bis(trimethylsilyl)phenylalanine,309,27.007,1624,43.1 44.1 45.1 47.1 58.1 59.1 65.1 72.1 73.1 74.1 75 80 81 81.8 83.1 84 85 86.05 87.05 88.05 89.15 91.05 92.15 93.15 93.95 95.05 95.85 97.05 98.05 100.05 101.05 102.05 103.05 104.05 105.05 106.05 107.15 107.95 108.75 110.15 113.15 114.05 115.15 116.05 117.05 118.15 119.05 120.15 121.05 121.95 128.05 129.05 130.05 131.1 132.1 133.1 134.1 135.1 136.1 137.2 143.1 144.1 145 147.1 148 149.1 150 151 157 158.1 159 160 161 162 163 164 172.1 174.1 174.8 176 177.05 178.05 188.25 190.15 192.15 193.15 194.15 195.15 202.05 203.15 204.05 205.05 206.05 207.05 218.05 219.05 220.05 221.05 222.3 266.1 267.1 268.05 269.05 278.05 294.15 295.05,22128 16880 74976 8570 9348 16512 11742 6965 261120 24032 28096 404 468 300 626 1071 868 3943 928 367 2618 37088 5170 993 355 401 152 251 765 34648 5886 2963 6107 1637 2139 451 594 186 151 159 231 308 1890 1021 3242 1350 1651 1038 1695 277 353 483 4114 4021 5289 4907 1184 1493 266 224 240 501 715 22592 3870 2514 328 187 172 576 711 2962 1049 1359 797 173 268 1300 425 1993 1917 468 286 825 81040 14705 3903 423 288 1765 1564 545 198 398 74624 14081 5820 982 184 4597 1587 298 178 185 902 250,-0.243,0.0039,,
92,Saliva,NA,Phospheric acid,NA,Phospheric acid,NA,,1263,43 44 45 59 73 74 75 84.9 86.9 88.95 90.95 102.95 103.95 104.95 106.95 108.95 114.95 115.95 116.85 118.95 119.95 120.95 122.95 130.95 132.95 133.85 135 136 136.9 137.9 138.9 147 148.9 150.9 152.9 162.9 164.9 166.9 176.9 178.9 180.9 181.95 182.85 188.95 190.95 191.95 192.95 193.95 194.95 196.85 204.95 206.95 208.05 208.85 210.95 211.95 212.95 224.95 227.05 269 283.05 284.05 284.95 299.05 300.05 301.05 302.05 314.05 315.05 316.05,12720 8559 40536 6635 105552 9606 8293 635 685 1631 1190 5816 1309 3063 2098 861 5171 982 2055 4542 806 3116 1867 1958 22360 3370 7154 890 4883 581 760 4004 604 1258 555 507 1917 2426 944 1182 5607 883 1827 1321 4340 699 5625 866 2119 648 820 4019 797 583 29792 4316 2363 1015 502 645 4198 908 687 78736 20664 9167 1342 11870 3027 1459 ,,,,
3,Serum,NA,Phosphoric acid-3TMS,NA,Phosphoric acid-3TMS,NA,NA,1034,45.1 73.1 75.1 80 80.6 82 83.2 85.1 86.2 87.1 88.1 89 91 92.1 93 94.1 95 95.9 96.9 97.6 98.9 100.9 101.8 103 104 105 105.9 107 107.9 109.1 110.1 113.1 115 116 117 118.1 119 120 121 122 123 124 126.3 127 129 130 131 132.1 133 134 135 136 137 138 139 140.2 142.9 145 145.9 147.1 148 149.1 150.1 151 152.1 152.9 154.3 154.9 159.1 159.9 161 162.9 163.8 164.9 165.8 166.9 168 168.8 169.8 173 175 176 177 178 179 180 181 182 182.9 184 184.7 189 190 191 192 193 194 195 196.1 197 198.3 203 205.1 206.1 207 208.1 209 211 212.1 213 214.3 215 217.8 219 221 222.1 223.1 225.1 226 227 228.1 228.7 237.7 239.1 241.1 241.9 249.1 251.9 252.9 253.9 254.9 256.2 262.8 267 267.8 269 270.1 270.7 270.9 272.9 280.9 283 284 285.1 285.9 287 296.9 299 300.1 301 302 303.1 304 309 311.7 314.1 315 316.1 317 318.1 319.1 373.3,16263 113920 13966 179 280 154 440 1009 258 1056 571 1469 841 152 620 208 791 190 167 275 209 568 745 5293 1567 3051 506 1846 504 1330 310 507 7227 963 4027 802 5877 743 4494 913 2008 362 240 257 532 298 9418 1669 44952 6918 15112 2407 6684 1431 1076 280 487 1369 490 22360 4078 3245 1192 4461 325 1383 152 265 216 167 290 1797 180 4269 758 2786 534 413 264 235 891 813 3523 1399 3516 1243 6975 614 1240 183 250 5636 1437 19496 4794 26840 5196 5545 862 1304 468 401 5544 1499 35208 8281 6645 34936 4383 2950 314 269 155 176 3698 953 560 11784 2303 3580 215 261 161 591 351 175 187 217 2179 597 1419 382 200 1766 364 4710 983 560 562 180 242 32328 8219 5628 890 250 222 677568 161536 88320 13791 3778 501 309 196 104152 24864 11946 2416 843 160 153 ,NA,NA,,
62,Organic Acid,,Pimelic acid ,,,,22.777,1614.12,40.1 41.1 42.1 43.1 44.1 45.1 46.1 47.1 48 49.1 50 51.1 52.1 53.1 54.2 55.1 56.1 57.1 58.1 59.1 60.1 61.1 62.1 63.1 64.1 65.1 66.1 67.1 68.1 69.1 70.1 71.1 72.1 73.1 74.1 75.1 76.1 77.1 78.1 79.1 80.1 81.1 82.1 83.1 84.1 85.1 86.1 87.1 88.1 89.1 90.1 91.1 92 93.1 94.2 95.1 96.1 97.1 98.1 99.1 100.1 101.1 102.1 103.1 104.1 105.1 106.1 107.1 108.1 109.1 110 111.1 112.1 113.1 114.1 115.1 116.1 117.1 118.1 119.1 120 121.1 122.1 123.1 124.1 125.1 126.1 127.1 128.1 129.1 130.1 131.1 132.1 133.1 134.1 135.1 136.1 137.1 139 140.1 141.1 142.1 143.1 144.1 145.1 146.2 147.1 148.1 149.1 150.1 151.1 152.1 153.1 155.2 156.1 157.1 158.1 159.1 160.1 161.2 162.1 163.1 164.1 165.1 166 167.2 168.1 169.2 170.2 171.1 172.1 173.2 174.2 175.1 176.1 177.1 178.1 179.1 180 181.1 182 183.1 184.2 185.1 186.2 187.2 188.2 189.1 190.1 191.1 192.1 193.1 194.1 195.1 196.1 197.1 198.2 199.1 200.1 201.1 202.1 203.1 204.2 205.2 206.2 207.1 208.1 209.1 211.1 212.2 213.1 214.2 215.2 216.2 217.2 218.2 219.2 220.2 221.2 222.2 223.1 225 227.1 228.1 229.2 230.2 231.2 232.2 233.2 234.2 235.1 241 243.2 244.2 245.2 246.2 247.2 248.2 249.1 253.1 257.1 258.1 259.2 260.2 261.2 262.2 263.2 264.2 265.2 270.2 271.2 272.1 273.2 274.2 275.2 276.2 277.1 286.2 287.3 289.2 290.2 291.2 292.2 293.2 294.3 303.2 304.2 305.2 306.2 307.2 363.2 377.3 378.3 379.3 380.1 451.3 452.2 453.3 459.4 460.4 461.4,2623 62048 17856 47296 24592 130176 9236 61648 3001 2084 373 1160 1234 11027 7825 412544 29720 12879 28752 46360 14265 83144 5740 3495 363 2372 4461 34392 30816 484416 35016 11832 104416 1784832 182848 1235968 89056 62104 3833 168512 15221 211392 17392 170560 11104 25584 19464 10959 20376 26600 4593 7441 833 2225 1833 49688 60640 391808 30768 53704 8191 45320 9319 12754 1997 5916 1318 6805 709 1054 391 6005 4443 27464 5433 22144 228608 589888 63288 32824 2403 1577 1326 13413 159872 1485824 117048 22792 15611 483712 81688 95792 86824 192000 28952 19744 2511 73560 2887 758 5963 39744 71128 12092 71808 22888 1628160 263488 492864 66336 35304 4170 7108 2293248 333888 266048 94400 48712 32144 7942 9722 8235 1535 1170 348 708 8491 86136 81352 295104 205184 1383936 195264 62584 5752 3053 446 595 376 2641 501 1305 765 51168 485504 91520 24480 22960 9080 25000 4225 2806 403 426 10923 14868 5119 285568 42600 16138 2180 26296 443520 99744 38896 6476 1083 393 188 203 3729 186112 104024 23968 591552 129896 56216 7898 1708 226 259 325 1089 422 26592 5902 27344 11435 3910 903 203 205 28824 12418 110408 24464 14530 2355 951 172 374 327 2341 2201 41016 41920 11033 3715 621 422 7511 1805 1457 179 1890 1051 388 13245 4548 1414656 335104 139456 21992 4501 458 3845 7271 5727 1798 490 296 4266 1566 718 155 724 352 193 1128 437 168 ,0.08399,3.35052,0.9886,0.9848
11,Serum,HMDB00162,Proline,PRO,"N,O-Bis-(trimethylsilyl)proline",259,20.977,1294,41.1 43.1 44.1 45.1 47 55.1 57.1 58.1 59.1 66.1 70.1 72.1 73.1 74.1 75 81 82 83 84 85 86.15 86.85 88.05 88.95 91.05 92.15 93.05 93.85 94.05 95.05 95.85 96.15 96.95 98.05 99.05 100.05 100.85 102.05 103.05 104.95 107.05 111.05 111.45 112.15 113.15 114.65 114.95 116.15 117.05 118.95 123.95 126.15 127.15 128.05 128.75 130.05 131.1 132 133.1 134 135.1 138.1 140 142.1 143.1 144.1 145.1 146 147.1 148.1 149.1 158.1 170.1 171.1 175 206.95 216.15 217.15 217.95 219.05 230.1 244.1,8240 16240 9509 36824 5100 3890 3937 5403 11106 5547 3345 7276 102888 8821 10726 322 447 1075 1319 1210 1062 577 254 218 159 173 350 319 322 216 218 231 474 1268 1508 2953 1856 855 718 516 414 180 186 315 935 1030 1032 330 1052 257 268 528 905 522 194 274 1387 366 1819 324 226 207 974 113328 13907 4223 420 182 10516 1429 689 384 1159 156 471 345 7227 1531 601 243 255 465,-0.123,0.0026,,
110,Saliva,NA,Putrescine,NA,Putrescine,NA,,1749,41 42 43 44 45 58 59 70 72 73 74 75 81.9 84 85 86 87 88.15 96.05 97.95 99.05 100.05 100.95 101.95 102.95 103.95 109.95 111.95 112.95 114.05 114.95 115.95 117.05 117.95 126.05 128.05 128.85 129.95 130.95 131.95 132.95 142.1 142.9 144.1 145 146.1 147 148 157.9 170 171 172.1 173.1 174 175 176 177 201.05 259.1 260,5150 8529 70176 9736 23104 7199 23904 11101 5792 75816 10493 5988 730 15536 2630 24224 3420 1459 1366 1499 2272 17512 3404 3145 1116 546 512 2329 1523 1954 1377 3925 2586 801 606 1343 1108 6507 3118 2489 1223 2921 585 2001 973 1773 5626 1025 1117 918 584 3009 4101 75944 12481 6648 817 1421 2067 605 ,,,,
102,Saliva,NA,Pyrmidine,NA,Pyrmidine,NA,,1390,43 44 45 54 55 58 59 69.9 72 73 75 81.1 82 82.9 83.9 85 85.9 86.9 89.05 93.05 94.95 95.95 97.05 97.95 98.95 99.95 101.05 101.95 102.95 104.85 106.05 106.65 109.05 109.95 110.95 112.95 113.95 114.95 115.95 116.85 119.95 122.95 126.95 127.95 130.95 131.95 132.95 134.05 139 140 141 142 144 147 148 149 154 157 158 159 173.9 180.9 182.15 182.95 183.85 184.95 196.95 239 255 256 257 258 270 271 272.1,24096 9583 46776 17360 6949 8537 21336 7471 12764 65968 8579 649 1315 2056 6670 2379 6210 1291 519 539 1086 882 874 1725 4541 19968 2962 1370 806 682 1035 516 792 2247 1484 29520 3018 1881 504 1743 2300 1341 1625 1055 6296 1327 2933 648 1582 2865 680 676 535 19392 3271 1297 694 997 4028 868 625 555 1374 1641 532 1836 1122 1666 45248 10138 4644 600 16295 3553 1339 ,,,,
17,Serum,HMDB00267,Pyroglutamic acid,PYR,"Pyroglutamic acid, bis(trimethylsilyl)ester",273,25.274,1519,41.1 42.1 43.1 44 45.1 47.1 55.1 57.1 58.1 59.1 72.1 73.1 74.1 75.1 81.1 81.9 83.1 84 85.1 86.05 86.95 87.95 90.95 93.65 95.15 96.05 97.15 98.05 99.05 100.15 100.95 101.85 102.15 103.05 105.05 110.25 111.15 112.15 113.15 114.15 115.05 116.05 116.95 117.95 119.05 121.55 123.65 126.05 127.05 127.85 129.05 131 133.1 133.9 135.1 139 140 141.2 142 147.1 148.1 149 149.9 154.2 156.1 157.1 158.1 159.1 206.95 213.85 221.15 228.1 230.1 231 232.1 258.1 259 260.1,4762 2040 10476 7366 23416 3611 3567 2279 5071 5699 3475 68064 5859 9291 168 361 612 1461 1306 1951 448 256 165 461 192 203 330 719 585 1079 309 203 209 392 377 206 185 1470 507 589 391 196 712 201 312 800 155 200 153 151 318 996 1769 253 156 179 1015 520 292 10170 1310 785 213 241 44616 6027 2179 181 289 206 254 251 3740 798 184 2315 595 191,-0.1002,0.0041,,
106,Saliva,NA,Pyroglutamic acid,NA,Pyroglutamic acid,NA,,1514,41 43 44 45 47 55 57 58 59 72 73 74 75 80 81.9 82.9 84 85 86 86.9 87.95 93.65 96.05 97.05 98.05 98.95 99.95 100.95 101.95 102.85 104.95 109.95 110.95 112.05 112.95 113.95 114.95 115.85 116.95 119.05 121.55 125.95 126.85 130.95 131.95 132.95 133.95 140 141 141.9 147 148 149 154.1 156 157 158 167.9 174 213.95 230.1 231.1 232.1 258.1 259,8960 34744 17552 74272 12522 12469 6330 17728 22832 12902 174912 16952 29872 1227 1449 1325 4904 6009 7149 1851 804 1029 715 716 2513 2511 4259 1231 1312 1397 613 1089 571 7082 1605 2087 1289 520 1933 656 796 804 564 2646 611 5515 915 4676 1909 1388 28480 4521 2726 1381 115536 14930 5436 693 724 1194 10101 1790 1018 6537 1427 ,,,,
36,Organic Acid,,Pyruvic acid,,,,9.01,1043.71,40.1 41.1 42.1 43 44.1 45.1 46 47 47.9 49.7 51.1 51.9 53 54.1 55.1 56.1 57.1 58.1 59.1 60.1 61 62 63 65.1 66.1 67.1 68 69 70.1 71.1 72.1 73.1 74.1 75.1 76.1 77.1 78.1 79 80.1 81.1 82.1 83.1 84.1 85.1 86.1 87.1 88.1 89.1 90.1 91 92.1 93 94 95.1 96 97 98.1 99.1 100.1 101.1 102 103 104 105 107.1 108 110 111.1 112.2 113.1 114.1 115.1 116.1 117.1 118.1 119.1 120 121 123 125 127 128.1 129.1 130.1 131 132.1 133 134 135.1 137 140.1 142 143.1 144.1 145 146.1 147.1 148 149.1 150 151.1 152.1 153 154.9 156.1 157.2 158.1 159.1 160 161.1 163.1 166.1 168 170 172 174.1 175.1 176.1 177.1 178 188.1 189.1 190.1 191 192 193 205 207 208.1 209 221.1 222.1 223.1 224 249 250.1 262.1 263.2 264.1 265.1 266 281.1 282.1 283 295.1 316.1 323.1,2572 4591 10548 22616 9379 43592 2942 6886 349 925 397 240 1309 1800 9705 5709 5583 20992 53920 7426 5348 581 337 315 419 1255 972 1593 4598 4496 30904 373760 93848 52888 5649 4500 968 555 195 721 2131 2021 4963 1538 2783 2491 1080 69328 6510 4514 468 669 173 537 333 341 2332 40232 25992 5369 1434 2837 627 653 222 246 155 153 178 889 6753 75512 10016 18456 2584 1641 321 183 170 175 176 902 662 1913 1494 400 2012 373 439 155 185 493 5710 1302 721 419 6695 901 2400 360 1624 292 172 187 174 732 25464 5712 1439 892 178 224 307 246 330 425600 54592 20848 1785 287 310 10664 1987 2125 357 392 482 1680 445 356 3545 949 510 226 402 171 1335 932 267 254 484 1114 354 234 219 167 321 ,-0.06169,0.49831,1,NaN
86,Saliva,NA,Pyruvic acid-1TMS,NA,Pyruvic acid-1TMS,NA,,1037,42.15 43.1 44.1 45.1 47.1 55.1 56.1 58.1 59.1 60.1 72.1 73.1 74.1 74.8 75.4 77.3 84.2 86.3 89.2 91.1 98.05 99.25 99.95 100.55 101.15 102.05 103.05 113.55 115.25 115.95 117.15 118.25 143.1 158.2 159.1 174 176 189,21600 33696 12413 59832 11165 8014 6602 20144 55176 6760 22216 239104 59168 10135 15463 6040 3053 600 33432 1541 2544 10624 4765 2820 1906 587 925 628 17280 2208 2178 596 600 3391 1780 72232 2663 862 ,,,,
67,Organic Acid,,Quinolinic acid,,,,25.148,1743.66,41 42.1 43.1 44 45.1 46.1 47 48 49 50 51.1 52.1 53 54.1 55 56 57.1 58.1 59.1 60.1 61.1 61.8 63 64.1 65.1 66.1 67 67.8 69.1 70 71.1 72.1 73.1 74.1 75.1 76 77.1 78.1 79 80.4 80.9 81.9 83.1 84 85.1 86 87 89.6 91.1 92.1 93.1 94 95.1 96.6 97.7 98.4 100 101 102.1 103.1 104.1 105 106.1 107.1 108.1 109.3 110.3 110.8 111.4 112.9 114.1 115 116 117.1 118.6 120 121.1 122 123.1 124.1 125.4 126.5 128 129 130 131.1 132 133.1 134.1 135.1 136.1 137.1 138.1 139 140.6 143 144 145.2 146.2 147.1 148.1 149.1 150.1 151.1 152.1 153.1 154 155 156 157 158 159.1 160.1 161.1 162 163 164.1 165.1 166.1 167.1 168 169 169.9 171 172.1 173 174.1 175.1 176 177 178.1 179.1 180.1 181.1 182.1 183.1 184 185 186 187.1 188 189 190 191 192.1 193.1 194.1 195.1 196.1 197.1 198 200.1 202.1 204.1 205 206.1 207.1 208.1 209.1 210.1 211.1 212.1 213 217 218.1 219.1 220.1 221.1 222.1 223.2 224.1 225.1 226.1 227.1 228 232 233.1 234.1 235.1 236.1 237.1 238.1 239.1 240.2 241.2 248.1 249.1 250.1 251.1 252.1 253.1 254.1 255.1 256.2 261.1 262 264.1 265.2 266.2 267.2 268.1 269.1 270.1 271 280.1 281.1 282.1 283.1 284.1 294.1 295.2 296.1 297.2 298.2 299.1 300.1 301 310.2 311.2 312.1 313 327 371.2,690 831 9934 13117 57536 4120 6479 295 583 3755 2726 2284 1758 754 2993 1133 3498 4854 10356 1318 2707 484 885 1949 5150 6027 2752 1007 1611 3464 4139 17728 380864 33936 39344 7658 20096 18080 3125 1606 1860 2132 3016 2683 1840 939 1472 7037 9171 12479 8655 3335 2258 3340 1675 1527 580 902 1864 4283 4692 9698 17960 7947 7617 8598 4436 4150 4610 1069 255 3912 1535 5833 21304 31312 4221 3213 3175 1989 1459 2486 523 981 1071 17680 5663 35632 12179 13155 13806 2966 1511 515 65160 1331 838 971 4131 1160704 188224 110064 30744 6590 4204 852 829 646 759 1248 1083 742 1281 555 4361 1734 17728 44384 10647 4857 2096 865 246 301 363 351 567 278 2660 1192 12539 11179 9489 3224 2747 917 1182 318 368 300 250 269 349 798 2227 17640 313600 50528 16552 1965 533 159 152 801 380 986 1708 10116 4169 7957 1824 798 250 380 295 240 1803 11871 15438 12729 15619 3938 1310 375 155 523 275 4562 1372 4938 1783 11874 5330 3108 742 786 526 2498 2534 71080 16624 6882 1185 292 636 155 873 1961 101208 34488 33648 7329 2507 298 342 3382 2043 1592 336 1113 1670 441344 105184 42760 7495 1210 165 340 2106 452 255 152 191 ,-0.01139,0.51278,0.9928,0.9904
21,Serum,HMDB00508,Ribitol,RIB,"Ribitol, 1,2,3,4,5-pentakis-O-(trimethylsilyl)-",512,28.26,1703,41.1 43.1 44.1 45.1 59.1 73.1 74.1 75 80 80.9 82 83 83.8 84.2 85 86.15 87.15 88.05 89.05 89.85 91.05 95.15 96.05 97.05 98.05 99.15 100.05 101.05 102.05 103.15 103.85 105.05 110.15 111.15 112.05 113.15 114.05 115.05 115.95 117.05 118.05 118.95 124.05 126.15 127.15 128.05 129.05 130.05 131.1 132.1 133.1 134.1 140.1 142.1 143.1 144.1 145.1 146.1 147.1 148.1 149.1 154.1 156.1 158.2 160.1 161 169.1 172.1 174.1 175.1 176.1 186.15 187.05 188.05 189.15 191.15 198.25 200.15 201.15 202.15 203.15 204.15 207.05 208.05 214.15 215.05 216.15 217.15 218.15 219.05 219.95 221.05 241.2 258.1 259.1 260.4 303.15 420.2,2592 4511 4607 9381 5766 57936 5577 4816 215 169 238 438 176 185 877 4434 666 468 151 209 178 193 184 341 639 601 4228 755 2852 853 243 160 493 173 1038 288 1712 1169 607 819 159 294 159 683 411 1876 683 1802 1029 1147 1013 198 269 28192 3442 1542 388 845 3858 760 429 182 177 283 317 173 187 1256 12555 2207 1098 461 235 313 550 338 220 2539 576 459 436 423 322 202 1274 383 1230 449 651 230 160 169 242 434 455 173 222 286,NA,NA,,
109,Saliva,NA,Ribitol,NA,Ribitol,NA,,1749,44.05 45.05 59.05 73.05 74.05 75.05 81.1 83.1 85.1 87 88.1 89.1 90.1 91 95.9 97.1 99.1 101 103.1 104 105.1 111.1 113.1 114 115 116.1 117 118 119 120 127.15 129.05 130.05 131.05 132.05 133.05 134.05 135.05 140.95 142.05 143.05 144.05 145.05 147.05 148.05 149.05 150.05 151.05 155.05 157.05 157.95 159.05 161.05 161.95 162.95 163.85 169.2 170 171.1 173.1 175.1 176 177.1 189.1 190.1 191.1 192.1 193 202 203.1 204.1 205.1 206.1 207 208 209 214.95 217.15 218.05 219.15 220.15 221.05 221.95 223.15 229.05 230.05 231.15 243.15 244.15 244.95 277.1 278.2 279.1 291.1 292 305.15 307.15 308.15 309.15 310.05 317.15 319.15 320.15 321.15 322.15 332.15 333.15 395.15 422.05,9045 24624 8676 245056 20544 16936 862 473 784 1136 1066 5102 441 318 169 262 575 5040 69936 6681 2928 395 1117 211 1195 1796 17408 1824 1436 181 316 19008 2804 4950 634 10840 1315 1115 164 262 1203 188 663 49600 7841 4912 528 324 481 2221 318 329 703 177 783 154 165 186 272 254 1421 328 801 12236 2813 5105 961 651 158 2426 9883 24448 5295 3734 512 294 154 32464 8360 3053 528 1822 416 199 912 247 241 2058 460 299 1965 645 481 761 258 465 7448 2150 1094 226 1007 8619 2557 1385 224 804 463 176 207 ,,,,
13,Serum,HMDB00187,Serine,SER,"N,o,o'-Tris-(trimethylsilyl)serine",321,22.093,1350,43.1 44.1 45.1 47 58.1 59 73.1 74 75 83.1 84 85 85.95 87.05 88.05 89.05 92.15 92.95 93.85 96.95 97.95 99.05 100.05 101.15 102.05 103.05 104.05 105.15 113.05 114.05 115.05 116.05 117.05 118.05 119.05 128.05 129.95 131.1 132 133.1 134.1 135 143 144.1 145.9 147.1 148.1 149 158.1 160.1 162.7 172 174 174.7 175.2 188.15 189.05 190.05 191.15 204.15 205.15 206.05 207.05 216.05 218.05 219.05 220.15 221.05 278.15 279.15 280.15 281.05 306.05 307.05,5995 6089 17600 3123 2935 5511 67480 6097 9478 170 437 542 670 724 1009 943 195 164 243 191 291 276 11890 2254 926 2774 292 394 321 1326 1168 2704 1681 316 665 254 659 1344 1322 2776 509 290 229 241 150 7426 1214 642 316 266 156 545 843 156 266 3620 1021 513 228 32664 5795 2685 594 698 16294 3241 1175 296 1260 235 193 206 647 265,-0.1204,0.0024,,
118,Saliva,NA,Spermine,NA,Spermine,NA,,-1,45 59 73 74 82 83 84 85 86 87 88.05 89.05 94.95 96.05 96.95 98.05 99.05 100.05 100.95 102.05 103.05 104.05 110.05 110.95 112.05 112.95 113.95 115.05 116.05 116.95 117.95 118.95 124.05 125.95 127.05 128.05 129.05 129.95 130.95 131.95 132.95 140.1 141.1 142.1 143.1 144.1 145.1 146 147 148 154 156.1 157.1 158 160 161 162 163 168.1 170 171.1 172 174 175 176 177 182.15 183.05 184.05 186.05 187.05 188.05 189.05 198.05 200.05 201.05 202.05 203.05 214.05 215.05 216.05 227.05 229 241.1 243.1 273.1 303.15 304.25 305.05 317.15 318.15 344.2 490.35 491.25 492.25,44224 81992 480256 41472 3206 1113 14633 6796 125448 13161 7409 1069 542 2682 1542 5950 12050 71168 17608 22216 4105 1059 1852 744 6210 3654 13584 21696 108344 19472 6012 973 721 7770 2681 23024 13337 35552 12093 6195 1046 7056 3094 34608 7118 119424 15370 14222 1767 923 13995 79080 24496 11499 57720 10723 5153 738 3291 35240 8353 52552 167744 30024 13839 1712 1202 6042 3205 15833 4583 4553 848 986 6070 11906 2822 1268 11182 2627 1654 727 704 562 859 586 3013 1030 531 2586 1027 1522 1501 775 607 ,,,,
34,Serum,HMDB00827,Stearic acid,STE,"Stearic acid, trimethylsilyl ester",356,35.323,2248,41 42.1 43 44 45 47 55 56 57 58.1 69 73 74 75 75.9 81 83 85 88.95 95.05 97.05 104.85 115.85 116.95 128.95 129.95 130.85 131.95 145 184.95 341.3 342.2,16792 3817 25096 1515 3208 1614 8064 1929 8250 1333 2400 17928 1695 12573 1399 1037 1165 806 643 804 801 582 520 5051 3732 511 1248 1523 1951 547 2225 763,0.0155,0.0008,,
